Review,label,confidence
Sipariş ettiğim  beden gelmedi bir renkten hiç yok birinden fazla  neden eşit  koymazlar paketlere ancak küçük bir çocuğa olur bedenler gelişigüzel yazılmış alaDevamını Oku,0,3
Çok güzel kaliteli ve doğru tartıyor çok beğendim,2,3
258 TL ye aldım çözülmesi gereken bir kitap,1,2
rengi hemen aktı,1,2
Çok güzel cildimi yumuşacık yapıyor harika bir ürün,2,3
ilk haftadan koptu ödediğim parayı hak etmiyor,0,3
Kalem ortasından ikiye ayrılmış bir şekilde geldi hayret verici,0,3
"yazlik ince bir ceket, guzel",2,2
Hızlı kargoydu hediye içinde çok teşekkür ederim,2,3
Güzel bir namaz elbisesi. Bana gönderilen üründe leke olduğu için puan kırdım.,2,2
Ürün 1 haftada geldi kutunun her tarafı ezilmişti yavaş satıcı kötü kargo. Yaylı parçada bozuk çıktı,0,3
aferin iiyi is yapdiniz,2,3
okula giderken kullanıyorum kitap sığıyor kalitesi de iyii,1,1
Ürünün 5. Ayindan bildiriyorum. Iyisi olsun fiyati onemli degil dedim ama eskisi kadar hava vermiyor sarji az gidiyor ve hava cikis yerinden cızırtılar geliyor. Ilk zamanlar guzel sessizdi ama bu kadar az bir süre ve kullanimla bu hale gelmesi üzdü. Garanti bir ise yarar mi bakacagiz.,1,1
Ürünü şarjlı ve mobil olarak da kullanabileceğiniz için tercih ettik çünkü iki küçük çocuğumuzla genelde seyahat halindeyiz. Ilk başta çok güzel hava üfleyen makina 3. 4. Kullanımlarda artık 1 saatte 5 ml ilacı bitiremiyor cihazı temizlemek için içine serum fizyolojik ya da musluk suyu koyuyoruz onu bile 1 saatte bitiriyor. Cok büyük umutla almıştım ama memnun kalamadım malesef çocuklarım da mağdur oldu ilaçların vakti geçiyor temizligi uzun sürüyor hava vermek işkence olmaya başladı alacak olanlar bu kriterleri düşünerek tercih etsin nacizane tavsiyem.,0,2
Yanlıs beden gonderıldı hala çözüm yok,0,3
ürün çok güzel. sorunsuz geldi.,2,3
Ürün açık halde geldi ve hijyenik değildi. Asla almam bidaha burdan,0,3
Çok iyi sorunsuz geldi çok beğendim herkese tavsiye ediyorum .,2,3
Biraz sert ama işe yarıyor,1,2
Parıl parıl parlıyor çok güzel tam bir fiyat performans ürünü. Satıcı çok ilgili ve hızlı kargoya verildi. Teşekkürler 🙏🏻,2,3
"Ürün güzel kullanışlı, fakat bir kaç kez yerinden oynatılırsa eğrilme oluyor maalesef,  sabit kalmasında fayda var...",1,1
Bilegi ince olanlar almayın benim bilegime baya büyük geldi onun dışında güzel sorunsuz,1,1
Baba hitap etmedi çok hafif koku,1,2
hızlı teslimat beğendim,2,3
övüldüğü kadar varmış herkes kullanıyor diye almamıştım ama dayanamadım fav rujum oldu,2,3
Hanımlar çok aldıgına göre iyidir,1,1
Ürün güzel fakat kargodan dolayı patlak geldi ayrıca kargo poşeti de yirtilmisti dokule döküle geldi tek kat pat pat sarılmış daha kalın sarılması gerekiyordu çünkü tuz paketinin köşe kısımlarınin poşeti yirtabilecegini düşünmeniz gerekiyordu,1,1
Kargodan kaynakli hasarlı geldi malesef kullanamadan geri yolladık,1,2
İndirimde aldık çok beğendik,2,3
Ürün vasatın bir tık üzeri. Görseldeki hacimde bir ürün beklemeyin,1,2
fotoğrafta daha uzun görünüyor beklediğimden kısa geldi,1,2
kolilerden hep attılar! üreticiye saygılar!,0,3
Çok severek aldım fakat iyi gelmedi çizik çizik ve lekeli geldi diğer aldığım küpeler mükemmel,0,2
Ürün dökülmüş bir sekilde geldi ve de kapağı bozuk açınca elimde kaldı yarısı ben hiç beğenmedim alınmamalı,0,3
Berbat bır kargo. Tam bir ay sonra geldi. Bebeğime tuvalet eğitimi verdim bu arada,0,3
hem şık hem de çok tatlis bi ürün severek kullanıyorum,2,3
Arkadaşlar sakın almayın ikinci giyişimde tüylendi tiftik tiftik oldu,0,3
En sevdiğim gözlük modeli bu modelin her rengini alıyorum ve küçük büyük tüm yüzlere yakışıyor çok kalite bir görüntüsü var,2,3
Ürün yumuşaklık ve kalinlik olarak cok guzel ama yogun bir parfum kokusu mevcut bebek mendilinde bu kadar yogun bir koku olmamali,1,2
"Ürün fena değil. Kargo çok kötü, iki ürün de belli yerlerinden yırtılmış bir şekilde geldi. Bu sebeple 1 puan verdim.",0,3
Paketleme güzeldi biraz ince ve iç gösteriyor ama alınabilir,1,1
Kırık geldi direk iade,0,3
Emeğinize sağlık güzel,2,2
Çift taraflı bant diye aldık gelene bak😁,0,3
Ürün boyut olarak küçük,0,2
Bir beden büyük almanızı tavsiye ediyorum,1,2
fazla beğenemedim boşa almayın paraya yazık beyazda dolgu neredeyse yok bej rengi açık pembe gibi o tam dolgulu ama çok rahatsız paraya yazık sadece tek iyi yanDevamını Oku,0,3
İki al bir öde kampanyası olmasına rağmen belki ben yanlış ekledim ya da doğru ekledim sistem sonradan bir tanesine düştü ürün  bir tane geldi ücretini  iki tane almış gibi oldu sizce bu haksızlık değil mi,0,3
Tam kışlık ve çok kaliteli duruyor,2,3
Paketleme çok kötü 👎,0,3
"Merhaba, bu üründen tam olarak 2 adet satın aldım  Lütfen almayın içinden laktik asit çıktı sağlığa çok zararlı alerji yapıyor..",0,3
öncelikle kargo kötüydü ne bir strafor ne balon poşet hiçbiri yoktu allahtan birşey olmamış kargo konusunda dikkat etmeniz lazım elektronik bir alet sonuçta 2 pDevamını Oku,1,1
normalde 36 giyiyorum ama çok dar oldu,1,1
Biodermanın daha iyi ürünü var,1,1
Denemek için almıştım ama favorim oldu. Stok yapacağım bir ürün,2,3
"Küçük, kalite vasat.",0,3
Kokusunu hiç beğenmedim biberon da ağır bir koku bıraktı,0,3
Ürünün bedeni çok dar 2 beden büyük alırsanız ancak olur,0,2
68 kg 1.57 boy s beden aldim gayet guzel oldu,2,3
1 ay kulladık kesinlikle doğru ölçmüyor! şuan yarı yarıya eksik ölçüyor! kesinlikle tavsiye etmiyorum!,0,3
"Kemerler iyi ama,zayıf olanlar için biraz bol gelebilir,onun dışında iyi",1,1
"Ürün pompası ile birlikte diye ilanda belirtilmişti fakat pompa gönderilmedi eksik parça talebimiz olumsuz sonuçlandı, dürüst olmayan satıcı  tavsiye etmiyorum",0,3
Çok beğendim rahat ve yumuşacık teşekkür ederim 🤗,2,3
çok güzel her bebeğe lazım yoğurt koyup verdim,2,3
Bukleler çok çabuk düşüyor.,1,2
Bana küçük geldi kardeşime verdim,1,2
HARİKA BAYILDIM YUMUŞACIK GÖZÜ KAPALI ALABİLİRSİNİZ BEN S ALDIM AMA M OLUNCA FİYAT YÜKSELİYOR SATICIYA TSK EDERİM LAKİN BEDEN BÜYÜDÜKCE FİYAT ARTMASIN. SÜPER KADevamını Oku,2,3
Bu markayı çok seviyorum ama beden kısmında sorun yaşıyorum 34 bol olurken 32 belimi sıkıyor bu aldığım 32 beden boyum 158 kilom da 44,2,2
biraz haznesi sert geldi,1,2
"2 tane almıştım, biri sorunsuz ama diğerinin borusunda sızdırma var.",1,1
Of çok iyi gerçekten . Kargo hızlı geldi . Paketleme çok güzeldi. Gözlüğün formu ve esnekliği çok iyi.,2,3
kalıbı çok geniş bir beden küçük alın,1,2
kızım için siperiş verdik çok çok iyi fiyatına göre tam performans ürünü,2,3
"Logodaki pası lekeyi temizlemek için aldım, hiç temizlemefi.",1,2
O kadar güzel bir güneş kremi ki tam ten uyumuna göre parlatıyor harika birşey,2,3
Bu fiyata bu kalite gerçekten inanılmaz o kadar rahat o kadar güzel duruşu var ki üzerinizden çıkarmak istemeyeceksiniz 💜💜💜,2,3
Çorapların lastikleri çok gevşek ve renkleri soluk,1,2
Laminasyon tarağı olmadan yollamışlar iade istiyorum,0,3
harika çoook rahat,2,3
Üç tane ürün sipariş ettim hiç aklıma gelmedi...paketi bir açtım 1 tane ürün yollamış satıcı. 1 spreyi 3 sprey fiyatına yollamış helal olsun,0,3
Kalite sıfır 2 yıkamada hepsi yırtıldı. Bence boşuna paranızi vermeyin.,0,2
paketleme cok iyiydi.,2,3
Çok rahat ve güzel bayıldım kendi bedeninizi alın,2,3
Tavsiye üzerine aldım. Kalite düşüyor  fiyat artıyor. 2 puanı onun için kırdım,1,2
Kesinlikle tavsiye etmiyorum çok ince. Üşendigim için iade etmedim.,0,3
beğendim hoş duruyor,1,1
Masa gıcırtı yapıyor vidaları ne kadar sıksam bile yanında kurulum için gelen 4 alyan 2. Vidadan sonra ucu gitti alacak arkadaşlar kurulum için kendilerine 4 alyan alsınlar.,0,3
boyu bir tık uzundu ben kısaltım bol olsun istediğim için 44 aldım,2,2
Kaliteli görünüyor fakat ileride kararıp kararmayacağını anlayacagiz,1,1
"çok iyi makine, PTT kargo sıkıntılı... çok yavaş çalışıyorlar.",2,3
Ürün çok güzel ve kaliteli gerçekten fiyatı düşük olduğu için bu kdr beklemiyordum çok gür kıvırcık ve kabarık saçlarım var dümdüz incecik yaptı Bosch marka düzDevamını Oku,2,3
Çok kötü ipleri hemen koptuuu,0,3
görselin aynisi geliyor tam beden hatta salaş duruyor kesinlikle alınmalı,2,3
göründüğü gibi geldi bebegimin eşyaları için aldım,1,2
çok memnun kaldım dokuları güzel kaliteli,2,3
Daha kullanmadım fiyat iyi,1,1
Ürün fena değil. Sinekliği yapıştırmak için almıştım ebatlara dikkat edin resimde büyük görünüyor.,0,2
arkadaşimda kullandim begenince hemen kendime de aldım. hızlı kargo ve ozenli paketleme için de teşekkürler. umarım uzun ömürlü olur,2,3
Ürün hasarlı yırtık geldi ve kargoda olmamış paket sağasağlamdı bizzat bu halde kargolanmış,0,3
Kendime de aldım arkadaşıma da doğum günü hediyesi olarak aldım aşırı derecede iyi bozulmuyor ses kalitesi güzel beğendim beğenerek aldım,2,3
Allah yardımcıniz olsun.Dualarımız sizinle Türkiye🙏🇹🇷🇦🇿,2,3
Yeğenime aldım sağlam geldi,2,3
Maalesef leke bırakıyor.,1,2
Dayanıksız yıkılıyor,0,2
1 yıldız bile çok başka marka dandik bişi gönderdiler,0,3
ürün ancak kusurlu geldi taşıma esnasında mı yoksa böyle mi gönderildi mi bilmiyorum ama durum bu fotoğraflarda belli olduğu gibi,0,3
256 gün destekliyor demesine rağmen 256 ge desteklemedi,0,3
1 haftadır kargoda maşallah çok hızlı. Sizden hızlısı kaplumbağa,0,3
Gerçekten güvenilir,2,3
daracık bir body geldi. görselle alakası yok. iade filan uğraşmadım. ahlaklısı makbul satıcının da...,0,3
arkadasima hediye aldim,1,2
"Amatörce ev işlerini görür,biz zaten o amaçla aldık.",1,2
"Ürün güzelde ilk olarak bazı parfümler yakıyor resmen 
ikinci olarakta kalıcık konusunda fazla bi beklentiniz olmasın kokular idare eder",1,1
Model güzel ama kesınlıkle çok kısa tesettürlüyüm ne etek üstüne ne pantolon üstüne olmuyor pantolon ıcıne soksam da çıkıyor,0,3
anında beyazlaştırdı ve gözenekleri küçülttü haftada 3 defa uygulamak ideal,2,3
Üçüncü defadır istediğim ürünü göndermediler.,0,3
Çok güzel 🙈 çeyizci kızlar bol bol alın bence..,2,3
Resimde görüldüğü gibi kaliteli değil daha dandik bir şey benim vardı resimdekinin aynısı bir tane daha alaym dedim dandik bir şey geldi,0,3
Bazı sayfalarda bu şekilde baskı hatası var,0,3
Bar cok kısa ve ağırlıklar olması doğru değil 2.5 lar 1.250gr 5kg lar 3 kg ama gönderme süresi tam zamanında geldi evde spor için hiç yoktan iyidir,1,1
38 beden pek beğenemedim ya büzgülü kısmın omuzdaki dikişi tam omuz hizasına gelmiyor oraya takıldım ama uğrasamicam yoksa iade,1,2
çok beğendim çok güzel bir ürün çok teşekkür ederim ☺️,2,3
"Kurulumu zor. Kitapçık Türkçe değil.
Sallanıyor. Malzeme kalitesi çok beklentiniz olmasın 1k ya bu kadar zaten. Genel olarak fiyatına göre iyi.",1,1
urun saglam. geldi hediyeler icin de tsk ederm😊,2,3
Dikişleri çok kötü,0,1
Gelen elbiseyle hiç alakası yok  ne boyu ne yırtmaç boyu ne aslıdaki uzayan kumaş detayı bu ne böyle,0,3
Ürünler hafif çamurlu gibi geldi,0,2
"Fiyat performans ürünü vida ile siklama yapılması demirin boya kısmını zedeliyor kıskaç kısmı iyi düşünülmemiş onun dışında işinizi görür çok kurcalamak iseniz, yükseklik ayarıyla sürekli oynayacaksınız almayınız",1,1
Bi iki ay kullandık hemen bozuldu😕,1,2
"Yorumlara inandım da aldım. Yapan ustalarda hiç mi akıl yok? Milimetre pay bırakmamışlar. Boya yaparken slotları kapatmadıkları için vidalar zar zor deliklere giriyor, profiller zar zor birleşiyor. Tabladaki delikler profildekilerle tutmuyor. Daha kötü bir işçilik görmedim. Ben paramı sevmiyorum, sallanmayan bir masa olsun yeter derseniz alın. Sadece güzel duran bir masa.",0,3
ütü neden elbise ler yakıyor,0,3
Erkek atleti sipariş veriyoruz . Kız atleti geliyor. Nasıl bir iştir. Bi açıklama yapan da yok . Bu kadar mı plansız bi firmasınız ?,0,3
Paketlemesi güzel anneme aldım bakalım nasıl etkisi olucak,1,1
Ürün çok güzel çok rahat fakat diz yapıyor😊 160 boy 60 kg 38 aldım tam oldu,2,1
"Kitabın konusu akıcı değil ben bile okurken sıkıldım, resimleri de aynı hikaye gibi ilgi çekici hiç bir tarafı yok. Yorumlara bakıp aldım ama iki buçuk yaşındaki kızım hiç sevmedi",0,2
"kumaşı keten gibi değil ama güzel gömlekler. sadece bedenleri çok garip, 38 bedeni bildiğiniz xxlarge gibi oldu, aşırı büyük olduğundan iade etmek durumundayım.",1,1
Dış görünüş güzel fakat kullanım zor.Haziran aldım kurdum fakat kullanması zor alt parça dûşüyor ayakkabilar arkaya düşüyor.yeniden elden geçireyim dedim pişman oldum .ne yazıkki şıklığına karşın kullanışsiz.,0,2
Rahat ürün renkler güzel,1,1
Ben daha sıvı bir şey bekliyordum. Çok beğenmedim.,1,2
170 boya 58 kiloyum s beden aldım büyük gibi gözüküyor ama üstünüze tam oluyor yüksek bel dar kıyafetlerin içinden dikiş izi belli oluyor ona göre alın rahat biDevamını Oku,1,2
eşim çok beğenerek kullanıyor .kaliteli bir ürün tavsiye ederim.,2,3
Muhteşem bir dokusu var,2,3
Kokusu çok ağır ama çok kalmıyor. Saha bi etkisini görmedim. Görünce güncellerim. Onun dışında paketleme güzeldi.,1,1
Cildimi hassaslaştırdı,1,2
Kardesime aldık guzel kitap,2,2
Tüm ailenin erkeklerine hediye aldım çok kaliteli ve uygun,2,3
Ben aldıktan sonra 1500 tl düştü böyle biley çok üzücü ayrıca kurulum için çok uğraştık ayrıca kapakları oturmadı birde montaj vidaları yoktu menteşeler boşta kaldı,1,2
Kasa iyi ancak bez kısmını beğenmedim hikaye kitapları öne doğru düşüyor,1,1
çol güzel eğitici,2,3
"ürünün kol kısımları çekildiği için genişliyor, tam bir etkisi olmuyor.",1,2
Makina ilk 1 Aydan sonra sıfır kesmemeye başlıyor daha iyisi alınabilir,0,3
Klâsik WD 40 nasıl yorum yapayım 🤣,1,2
Çok kalitesiz karton resmen,0,3
"Ürün kurulum klavuzu diye bir A4 kağıdı gönderilmiş hiçbir şey açıklamıyor. Kendim el yordamıyla yaptım bir şekilde. Kalitesi düşük, kapak menteşelerinden biri eğilmişti parça tedariğiyle uğraşmamak için çekiçle düzelttim. Başka bir menteşenin de ayar vidası anında yalama olduğu için kapaklar yamuk kaldı zorla kapanıyor. Kalitesiz bir dolap her anlamıyla. Sadece iade etmek için paketlemeye üşendiğim için kullanacağım bir eşya oldu maalesef…",0,3
Çok güzel ve yumuşacık bayıldım,2,3
dikiş ipleri dikiş kötülüğü kötü bir ürün almayın,0,3
"Beş para etmez, ince ve laylonlu, parmak ucu dikişleri parmaklarımı yıprattı, sürekli aşağı düşüyor lastik tutmuyor sözde marka değmez almaya. Hepsini çöpe attım bilginize.",0,3
Çok beğendim sadece bir tık küçükler ama renkleri de çok güzeller,2,3
Çok güzel kemerler fiyatına göre gayet iyi de,2,3
"sağlam geldi, fiyat performans ürünü, kullanışlı",2,2
Sivilcelerime o kadar iyi geliyor ki muhteşem bir ürün,2,3
sivilce yapıyor,0,3
soruları olsun her seyi olsun cok güzel tam geldi,2,3
Çok basit bir yapısı var. Verdiğim paraya yazık. Görselde çok kaliteli sağlam duruyor ama ürün elime ulaşınca “bunamı verdim o kadar parayı”dedirtti bana. Almayın paranız çöp olmasın!,0,3
Ürünü top haline buruşturup berbat bir şekilde gönderdiler takmak imkansız bir hal alıyor taksanıza doğru gerginliği yakalayamıyorsunuz müşteriye yapılmış büyük bir saygısızlık .,0,3
Ürün elime hızlı geldi . Normal kargolama yapılmıştı. İndirimdeyken satın aldım. 2-3 gündür kullanıyorum öyle ahın şahım herhangi bir değişiklik yok bitene kadaDevamını Oku,1,1
Anneme hediye olarak aldım çok iyi,2,3
Ürün güzel paketlenmişti ve hızlı geldi. Montajı biraz uğraştırdı ama sonuçta sorun olmadan bitti. Ölçülerini fotoğraftan görebilirsiniz,2,3
Ürün karqolaması iyide amma ürünün kapanı açmışdıllar,1,1
kız kardeşime hediye olarak aldım teşekkürler,2,3
"Ürünün üzerinden biraz kullanılmış gibi sanki, bu duruma üzüldüm açıkcası anlam veremedim neden eksik olduğuna. Paketleme güzeldi",1,1
urun cok guzel bir beden buyuk aldm tam oldu renkleri canli kaliteli,2,3
"Kargo gelince açtım ve katlama izi var, ayrica kol dikişleri hatalı. Deri ceketelin kalıbı çok küçük. Normal olarak M beden giyiyorum ama XL beden olmadı, küçükDevamını Oku",1,1
Urun guzel. Bir beden kucugunu alabilirseniz,1,2
Açıklamada pamuklu vs yazıyor aşağıda poliamid bende okumamışım o kısmı. Pamuklu yazınca yukarıda kaçmış yani gözümden,0,3
Her zaman aldığım ürün paket aynı yazılar aynı ama kâğıt ta farklılık var çok ince ve hemen yıpranıyor resmi satıcıdan almaya dikkat ettiğim halde ürünlerim kalitesiz geldi,0,3
Efsane bir ürün cildime tam uyum sağladı. Güneş kremlerindeki o yağlı his yok. Koruyuculuğu da yüksek çok beğendim.,2,3
"Bir ay bile olmadan şarj almamaya başladı, ses kalitesi fena değildi bozulmasına üzüldüm. Orijinalden şaşmamak gerekiyor galiba.",0,3
"İçinden kullanma kılavuzu falan çıkmadı, üründe çizikler mevcut belli ki kullanılmiş ürün gönderdiler. Vites tuşu takili kaliyor çift parmakla aşırı kuvvet uygulayarak ancak degistirebiliyorum ayarı, ürünü muhtemelen birisi kullanıp iade ettiler ve o şekilde bana gönderildi. Bataryanın şarj lambaları arızalı. Dediğim gibi ürün net kullanılmiş hobi amaçla aldım ama yeni ürün gondermedikleri için 1 yıldız verdim. İade edip etmemeyi değerlendireceğim, çünkü kargoya gidecek zamanım yok.",0,3
Yıkamadan kullanınca bebeğimin cildinde pişik Yapıyor o yüzden ben yıkayarak islak mendil kutusuna koyup kullanıyorum.,1,2
Kizim begendi kucukler,1,2
kişiye özel ayarlanmasıyla birlikte gayet kullanışlı bir ürün(ayrıca gönderdiğiniz hediye için tesekkür ederim) kadın girişimcilerimizin sayısının artması dileğDevamını Oku,2,3
"Siparişim yırtıktı .kılıfıyla geliyor. Ürün çok ince, kalitesi orta seviye .çok beklentiye girmeden alın.",1,2
38 beden aldım tam oldu ama 40 alsam daha rahat olurmuş,2,3
Aldığım ürünle gelen ürün farklı . Ayıp ama yaptığınız,0,3
yanlış renk geldi.,1,2
Yaa şu yorumlara güvenip sonu hüsranla biten kaçıncı ürün bu‼️Ürünün paketleme adına bi şeyi yoktu zaten koruma bandı falan da yoktu.. Açılıp kullanıldı mı ne oDevamını Oku,0,3
Ürün gayet güzel ve kaliteli 24 saat içersin de elime ulaştı. 1 beden küçük tercih edilebilir.,2,3
görüntü olarak güzel ama tüyleri çokta sıfır almıyor,0,2
mükemmel bu kadar güzel ve büyük olduğunu bilmiyordum çok beğendik,2,3
çok şık kaliteli bir çanta çok beğendim sorunsuz ulaştı teşekkür ederim tavsiye edilir.,2,3
cok canlı ve anlaşılır net icerikler hızlı ve özenli paketleme harika kampanya hersey cok iyi cok tesekkurler iyi satışlar 🌸🙏,2,3
Daha yeni aldım İki kere kullandım memnun  kaldım alın aldırın..,1,1
kizima aldim severek giyiyor,2,3
"arkadaşıma hediye aldım. yumuşacık olduğunu söyledi, çok beğendi. Ebuşuumm güle güle kullan canım arkadaşım ❤️",1,2
Omuzları ve yakası defolu ürün gibi etiketini kopardığım ve vaktim olmadığı için iade edemedim ama bi gariplik var yakasının biri inik biri havada duruyor,1,2
kısa sürede arka kısmından çatlaklar oluşmaya başladı,0,3
ürün normalde çok güzel ama bedenine göre Çok küçük geldi o yüzden iade ettim tam bedeninize göre Çok küçük geliyor bedeninizden 2 numara daha büyük alın,0,3
"çok beğendim, şık duruyor.",2,3
elime ulaşmadı maalesef kargo sıkıntı,1,2
Kargo koliye değilde poşete konulmuştu. Islak mendillerin ambalajları patlamış ve tamamen sıvısı akmıştı. Çöp oldu.,0,3
Kesinlikle almayın hani iz bırakmıyordu !!çok  küçük kuru iz bırakıyor hiç memnun kalmadım,0,3
idare eder bı makina,1,2
hediye paketi yapilicak denmişti sözde ne kadar da sevindim kargo poşeti dışında bişey yoktu 😒,0,3
bende çok fazla soyulma yaptı,0,2
"Düşük kalite , uç kısmındaki dikişler rahatsız edici",0,3
gece yatmadan sürdüm sivilcelenme yaptı memnun kalmadım daha da kullanmam,0,3
Hepsi çok güzel bayıldımm. Hediye için ayrıca teşekkür ederim sadece paketleme biraz özensizdi ürünlerim sorunsuz elime ulaştığı için görmezden geliyorum.,2,3
"Fiyat performans ürünü kaliteli gibi duruyor fıyatına gore, sadece al tarfta yapıstırma gıbı bırsey olsa sabıt dururdu ondan dolayı 3 verdım",1,1
Sorun bende mi üründe mi anlayamadım kullanmaya başladığımdan beri gözaltı kuruluğum başladı ne kadar iyi nemlendirip uygulasam da herkes gözaltların koyu gözüküyor hiç kapatıcı yok demeye başladılar,1,1
Ürünü 384 diye aldım bana kadın 228 ve erkek 561 yollanmış siparişimle alakası yok,0,3
"arıza durumunda osram Türkiye bireysel kullanıcıdan tamir yada inceleme için ürün almıyor. 
Ürünü aldım ikinci ayda arızalandı, tamiri ile ilgili muhatap bulamadım, ama satıcı ve hepsi burada ürünün arkasında durdu ve satıcı iade alıp paramı iade etti. 
Bunu bilerek satın alın.",0,3
Okul gömleğine benziyor hiç beğenmedim,0,3
Pigment yoğun değil çünkü ürün orjinal değil marka ismi yapıştırılmış,1,2
44 giymeme ragmen 46 aldım anca oldu ben salaş olsun diye büyük aldım ama iki beden büyük alınması gerekirmiş 163 81 kilo,0,3
ürünün ayaklarından birisi monyaj sırasında çatladı kullanıma engel değil ama bir sorun,1,1
"Niye mi kötü? Bir hyaluronic asit düşünün ki istisnasız herşeyin altnda soyulsun. Fondötenin, nemlendirici in, allığın vs vs ya nasıl bu kadar silikonlu bir hya. asit yapabildiniz ? O kadar hevesle almıştım ki, kendi nemlendiricileriyle bile soyuluyor arkadaşlar diyeceklerim bu kadar. Bu içerigi kesinlikle çok hızlı bir şekilde değiştirmelisiniz sayın marka yetkilileri, naçizane bir kullanıcı ve 15 senelik bir güzellik hocası olarak tavsiyemdir.",0,2
Ödem asla atmıyor aksine ödem tuttum. Tamamen fenomen şişirmesi bi ürün,0,3
Aşırı dandik çocuk oyuncağı gibi almayın bence,0,3
erkek arkadasima aldim bol oldu bi tik yapililar icin ideal olur,1,2
Gayet güzel sıktı toparladi 1 beden küçük alın,1,1
4 k kamera diyor lakin ön kamerası zerre plaka okumuyo araba önünde dibinde duracak ki plakalar okunsun onun dışında gece zaten evlere şenlik,0,3
kumaşı güzel 67 kg 162 boy 30 beden aldım biraz dar oldu iade ettim ama güzel pantolon,2,2
Kullanışlı ve şık bir çanta,2,3
urunu begendim sadece bekledigim bi tik daha kucuk geldi bi de rengi biraz daha koyu,1,2
Fiyat artırıp kaliteyi düşürmüşsünüz. Her pamuk çekişimde minik iplik gibi taneler her yere saçılıyor ortalık da battı çocuğun üzerine gelince de yapışıp kalıyor. Islatınca da iki şeridi ayrılıyor içindeki pamuklar tüy tüy çıkıyor. Bir daha tövbe almam.,0,3
Kargo özenle hazırlanmış,2,3
çok güzel çanta çok kullanisli,2,3
Ürnün Telleri incecik 1200 amper kablo böyle olmaz,0,3
Babama aldım çok güzel,2,3
Biraz ince ama güzel tam bedenimi aldım,1,1
kalite sıfır..görsel yanıltıcı...görsele albenili bir resim konmuş okadar,0,3
ürün geldi çok beğendim çok güzel ama hemen çabucak kararma yaptı,0,2
çok yumuşak bı dokusu var ise yarar gibi geldi bana yüzümde kullanıyorum bakalım tüylerin çıkışına göre etkisini göreceğim ama hemen çıkardı bu ürünü kullandığıDevamını Oku,2,3
ayakkabı çok güzel kalıbı dar bir numara büyük alınmalı ona bir lafım yok fakat direkt ayakkabı kutusu düşünün kenarlarından sadece bir parça bantla bantlanmış şekilde kargoya verilmiş anlamıyorum yani bu paketlemeyi,0,2
"Çok güzel bir şampuan, saçlarıma iyi geldi. Şu anda iki tane daha sipariş edeceğim...",2,3
Sleepy kullanıyoruz ikizlerimiz var. 96 adet olan paket  5 numara külot bezler çok sızdırdı. Başka markaya geçtik.,1,1
Her yere yetti kullanımı çok kolay,2,3
siyah istedik beyaz geldi,1,2
Ürünün içi çok fonksiyonel değil daha büyük gelmişti gözüme resimlerde.Kaç kat sildim ama bu lekeler çıkmadı lekeli geldi,0,3
İndirimde almıştım çok şık tavsiye ederim,2,3
Kumaş kalitesi çok güzel tam beden aldım ne sıktı ne bol oldu 160 boy 60 kilo m beden tercih ettim,2,3
Tam bi f/p ürünü. Şarjı gayet yeterli gidiyor. Keşke tansiyon da ölçebilseydi.,2,2
yüksek ses acınca dışarıdan duyuluyo,0,2
Neden güvenlik bandı kopmuş ürün yolladınız,0,3
Orta biraz kullanışsız,1,2
Daha once de kullanmistim gercekten faydasini goruyorum mucizevi bir urun sadece alirken saticisini 10 kere kontrol ediyorum direkt olarak kendi magazasindan alDevamını Oku,2,3
kullanışlı olabilir alanların foğraflarına baktığım da bazıları görüntüsü küçük bizim gelende küçük duruyor video görselindeki bize gelene göre daha enden genişDevamını Oku,0,3
"Beklediğimden ince bir kitap. Fiyat-performans ürünü.
3-4 yaş altındaki çocukların anlaması için uygun olmayabilir. Üstü için daha uygun.",1,2
bir beden büyük alınmalı arkadaşıma hediye almistim çok beyendi,2,3
Şemsiye açılmıyor açılma videosu varmı,0,3
bir yikamada küçüldü çocuklar için iyi,1,1
henüz kullanmadim biraz kokusu tuhaf kullaninca yorum yapicam paketleme ozenli tsk ederimmm,1,2
Ürün siparişi eksik geldi içinden çıkmadı geri dönüş de yapılmadı.,1,1
"Ürünün tabanı biri sağ biri sol ama üstleri öyle değil, bi tuhaf duruyor",1,2
"Plastik kalitesi oldukça kötü,numaraları kağıt gibi fakat iş görür.. Gerçi bu ücrete daha fazlasını beklememekte gerekiyor",0,3
Ürün tam uydu hızlı kargo kolay gelsin,0,2
ürün çok erken ısınıyor tavsiye etmem,0,2
doğrayıcı çok çekiyor,0,2
Abi Allah aşkına bu nedir ya. Marka diye alıyorsun asgari bir kalite bekliyorsun. Vasat bile değil bu kadar kötü bir ürün olabilir mi?,0,3
Fiyatı abarttilar,0,3
yumuşak bir yapıs8 var çok beğendim indirimdeyken almıştım,2,3
harika çok beğendik kızımda çok beğendi anasınıf çantası olarak kullanıcaz allahın izniyle 😍 birde eltimin kızına yaptırdım harika 🥰,2,3
"Kumasi kaliteli degil,cok salaş,hiç beğenmedim",0,3
Renkleri ve toparlaması çok iyi. 1.63 - 59 kg M beden aldım. İyi oldu. Yüksek bel arayanlara en iyi tavsiye 😊,2,3
Hızlı kargo güzel sorular,1,1
Aşırı kalitesiz hiç bir şekilde yapışmıyor.,0,3
eşime sevgililer günü  hediyesi  olarak aldım çok beğendi,2,3
