Review,label,category
55 inc televizyon aldim 139 cm yaziyor televizyon 124 cm geri kalan cmleri kargocular aldi galiba,0,Genel
Bana acılmış kullanılmış urun gonderdıler sakın almayın iade,0,Kozmetik
Sağa sola dönme zo bence idare mahkemesi eder arka ışık yok fiyatı uygun diye aldjm,1,Genel
boyu çok uzun ve hantal duruyor. Cep kısımları ve dikişlerden su çekiyor. Üzerine biraz katarak daha iyisini alabilirsiniz.,1,Giyim ve Aksesuar
"Crocs marka terlikler malum çok pahalı orta kalitede bir ürün sokakta, yürüyüşte veya günlük kullanacaksanız işinizi görür. İyi alışverişler",1,Genel
"Paketi açılmış ve kullanılmış ürün gönderildi. Saolsun trendyolunda bu konu umrunda olmadı. Alacak, almayı düşünecek olanlara duyrulur.",0,Elektronik
Böyle değişik bi ürün yok almayın iki kere şarkı atlamak için basıyorum bi diğerine geçiyo sensör bi değişik şarkıyı devam ettirmek için basıyorum başlayıp yineDevamını Oku,0,Elektronik
"Rengi çok güzel, kaliteli, dokusu çok iyi",2,Giyim ve Aksesuar
Kulaklığı kızıma aldım bayıldı ses kalitesi falan çok iyi,2,Elektronik
Ürün çok güzel tam kalıp kendi bedenizi alın,2,Giyim ve Aksesuar
Malesef ürün bozuk çıktı asla tavsiye etmem . Paramı çöpe atılmış gibi hissettim.Bu ürün için o kadar da emek vermişsiniz bari biraz pahalı yapın ama işe yarar olsun :(,0,Genel
ilk kullanimda bile etkili bir ürün çok memnun kaldım şiddetle tavsiye ediyorum,2,Kozmetik
Ne yazık ki 2. kullanımda telleri çıkmaya başladı. 1 haftaya çöpe gidecek gibi görünüyor.,0,Genel
iki urun istedim eksik gonderildi tedarigi bile yapilnadi cok uzucu gercekten,0,Kitap / Hobi
Harika çoraplar bayıldım rengarenk severek giyiyorum,2,Giyim ve Aksesuar
Ürün açıldığında bu haldeydi,1,Genel
Çırpıcı teli çok kalitesiz. Çok ince. El blender kısmı çok güçsüz. Haşlanmış patatesi bile ezmedi. İade etmek zorunda kaldım,0,Elektronik
Hcnin ürünlerini ilk çıktığından beri kullanıyorum. Yurtdışına yerleştigimden beri ara vermiştim. Bi 5 6 sene sonra tekrar sipariş verdim arkadaş gelirken getirdi ve kullanmaya başladım açıkçası ovexte eski kokusunu bulamadım önceden hafif yumuşak çok güzel kokusu vardı smdi ağır bi kimyasal kokusu var. Keratin sütünde de aynı koku 😒etkisi de eskisi gibi değil 10 sene hc kullanıcısıydim üzüldüm gerçekten heves ettiğim gibi değil.,1,Genel
ürün çok kaliteli geldi🩷teşekkürederim,2,Giyim ve Aksesuar
Çok kötü bana teslim edilmedi bile başla bi şehirden geriye döndü kaç gün beklediği için,0,Giyim ve Aksesuar
Göründüğü gibi çıkmadı büyük boy deniyor ama küçük geldi pullar değişik renk çıktı,0,Genel
çok beğendim boyutları da iyi yanında toka gelmesi de güzel,1,Giyim ve Aksesuar
Ürün patlak geldi kargolama berbat sadece küçük havalı poşete sarılmış küçük bir kutuda geldi o da kargo ile delinmiş geldi ürün sızma yapmıştı iade için de tek kargo seçeneği olduğu için veremedim mecbur kullanıyorum ama bir daha asla buradan almam,0,Genel
Anahtar yerine zil geldi,0,Genel
tonik olarak güzel temziliyor fakat 1 aydır düzenli kullanmama rağmen gözeneklerde küçülme olmadı malesef,1,Genel
uygun fiyata aldım bekledim gibi geldi beyendimm,1,Giyim ve Aksesuar
orta kalite ama gorselle aynı geldi,1,Giyim ve Aksesuar
Hic iyi değil iade ettim,0,Genel
Sonbahar mevsiminde giymelik süper bir trençkot,2,Giyim ve Aksesuar
Uygun fiyatli jelatinli güzel bir deste ayrica yaninda gönderilmiş hediye ayraclar çok guzel teşekkürlerr,2,Kitap / Hobi
ürün aşırı rahat ve çok şık duruyor tam bedeninizi alın,1,Giyim ve Aksesuar
Ürünün ilk testinde o kadar mutluydukki nazar deydiğine inandık. Tetik bozuldu. Çeşitli mecralarda aynı sorunu yaşayan kişi sayısı azımsanmayacak kadar olduğu için ve tetik parçası cüzi bir miktar olmasına rağmen ulaşmak konusunda sıkıntıları görünce iade etmeyi tercih ettim ne yazıkki. Oysa gayet memnunduk. İnşallah çözerler bu olayı.,1,Genel
severek kullanıyorum kombin olması da ayrıca güzel,1,Giyim ve Aksesuar
Asla uzatamadığım kısacık saçımı bile topladı bence çok tatlılar hediye paketi gibi oldum :),2,Giyim ve Aksesuar
Gayet güzel gündelik kullanıma uygun bir gömlek,1,Giyim ve Aksesuar
kedimin vazgecilmezi gercekten cok seviyor her ikisini de. ama fiyatlar cok pahali keske bu kadar fazla olmasa :(,2,Genel
2 günde elime sorunsuz ulaştı tavsiye ederim fiyat performans,1,Kozmetik
harika fikir. Allah yardimcilari olsun,2,Elektronik
Fiyatına göre çok iyi geldi,2,Giyim ve Aksesuar
O kadar mükemmel ki. Pc alacaktık sırf tv bağlayıp film izlemek için ama şu küçük şey her şeye fazlasıyla yetiyor.,2,Elektronik
"süper hızlı kargo, süper fiyat, süper ürün. teşekkürler.",2,Elektronik
Deneyip göreceğiz bu fiyata çok küçük,2,Genel
Kullanılmış içinde su damlacıkları vardı iade sakın almayın,0,Genel
kumaşı çok iyi alınr arkadaşım çok beğendi,2,Giyim ve Aksesuar
Satıcı müşteri memnuniyetini asla önemsemiyor. Ama ürün çok güzel,0,Genel
Ürün berbat ve hasarlı geldi.ilk gün,0,Genel
Çok güzel gözüküyor ben henüz hamileyim:)) ama o kadar çok tavsiye edildi ki duramadım aldım iyi ki almışım sizede tavsiye ederim,2,Kitap / Hobi
Diğer ürünlerini beğendim ama maalesef güneş kremi hiç güzel değil. Ciltte pütürlük yapıyor bb kremli olmasından mı bilmiyorum tabaka halinde kalıyor.,0,Genel
uzun zamandır kullandığım Bir temizleme Jeli,1,Kozmetik
Yayları çabuk kırılıyor,1,Genel
makina iyi güzelde gönderilen şarj kablosunun ucunu nereye takacam bi başlık yokta alacak arkadaşlar ona göre alsın,0,Elektronik
Açıp kapama tuşuna basarken biraz basılı kalıyor sonra çalışıyor.,1,Genel
Ben sevmedim.hicte eglenemedik.. cok gulduk diyenler olmustu neye gulduler bilemedim. Baska bi set aldim harika kitaplar. Ama bu bay...... Yok olmamis... tekrar edip duruyoooo,0,Genel
Ürün kalitesi orta alt diyebilirim. Evde 5 Mt uzun geldiği için 2mt sipariş ettim ama 3mt yollamışlar. İadeyle uğraşmak istemediğim için kullanıyorum . Ama prize nerdeyse her taktığımda kıvılcım çıkıyor.,0,Genel
Hızlı teslimat sağlam geldi çok memnunum şık ve rahat kombin kol detayı çok güzel,2,Giyim ve Aksesuar
Ürünüm eksik geldi ve hala da bir çözüm bulunmadı o yüzden 1 puan bile fazla,0,Genel
Berbat bir ürün beyazlıklar bırakıyor çok çirkin bir görüntü oluyor ayrıca sabitlemesi de güzel değil,0,Genel
Garip bi üst istediğim gibi durmadı,0,Giyim ve Aksesuar
ürün tam bı baba gömleği gibi sanki babamın gömleklerinden birini giymişim gibiydi ve kumaşı hiç güzel değildi,0,Giyim ve Aksesuar
tyt için çok idael bi kitap,2,Kitap / Hobi
3 gun gecti hala kargoya verilmedi ne bekliyorlar anlamadim indiriimin bitmesinimi madem gondermeyecektiniz neden indirim yaptiniz,0,Genel
çooooooooooooooooook iyi,2,Kitap / Hobi
Üründen yana bir sikinti yok ama satici kargo yapmayi bilmiyor insan kartona sarar da kapagi kirilmaz allahtan metal kutu ezilmis ama patlamamış 😡,0,Genel
Kokusu çok kötü berbat sanki plastik kokuyor. İki haftadır kullanıyorum henüz bir değişim göremedim,0,Genel
Çok kötü 7 yıldır kullanıyorum ilk defa orjinal olmayan bi ürün yolladılar,0,Genel
Skoter beğendik güzel istediğimiz gibi geldi kızımda beğendi ama paketlenmesi berbat bu ne sorumsuzluk kartonun agzi resmen acıktı Düşüp kırılsaydı ne olurdu acaba,1,Genel
Sağlam değil hafif işe bile gelmiyor tavsiye etmem hemen yirtiliyor:(,0,Genel
Çok beğendim cok kaliteli teşekkürler 🙏🏼🙏🏼😊,2,Kitap / Hobi
Pekte 5 metre gibi durmuyor,1,Genel
Yapışma özelliği daha iyi olabilirdi.,1,Genel
Sürekli kayıyor kullanışlı deil,0,Giyim ve Aksesuar
Çok kaliteli çok rahat tavsiye ederim,2,Giyim ve Aksesuar
Ürünü neden eksik (9) gönderiyosunuz güvenip alamayacak mıyız sizden acaba o kadar para veriyoruz eksik ürün gönderin diye mi veriyoruz,0,Genel
Kumaşı biraz ince ama çok güzel,2,Giyim ve Aksesuar
Çok memnun kaldım kesinlikle tavsiye ediyorum gönül rahatlığıyla kullanabilirsiniz,2,Kozmetik
Güzel ama kilo olarak küçük,1,Genel
Ürün güzel gibi ama zar yıpranmış zedelenmiş hep keşke bide iskambil kâğıdı koysaydınız yanına,1,Genel
çoook güzell alın aldırın,2,Elektronik
Ürün tuzla buz olarak elime ulaştı daha ucuzunu bulduğum halde hakka girmemek için iade oluşturmamıştım ama satıcı benim hakkıma rahatlıkla girdi paketleme yoktu baya bildiğin bi kutuya koyup göndermişler o da doğal olarak paramparça geldi 4 ü de çöp,0,Genel
İş görür kalitede ancak kaynak kısımları kötü yapılmış. Bir eklemi montaj esnasında ayrıldığı için tekrar kaynattırmak durumunda kaldım. Onun haricinde eğilme bükülme veya bel verme gibi durumu yok. Tavsiye ediyorum.,2,Genel
Clio'ya uygun değildi. Yanıltıcı başlık atılmış ya da yanlış ürün gönderilmiş. Focus'u olan birine verdim kullanıyor.,0,Genel
Bir kez kullandım pek bi faydasını görmedim çok az dökülme oldu,0,Kozmetik
Ürünü kullanmadım henüz ama akmış dökülmüş olması üzdü,1,Genel
"Rezalet. Bomboş bir kutunun içinde sıfır korumayla, sıfır ambalajla geldi. İdareten bi etiket yapıştırmışlar kapakla gövde arasına ama o da yapışmamış bile. Tester ürünü müydü neydi hiç bilmiyorum, bu kadar özensiz olunmaz!",0,Genel
Gercek kore markası olmayısını aldıktan sonra öğrendim o yüzden puan kırdım kullanmaya basladım umarım ise yarar,1,Kozmetik
Renklerine bayıldık.,1,Giyim ve Aksesuar
Oyunla matematik harika bir urun severek heyecanla hemen kullanmaya basladik ezberlemeye cok daha yardimci biz cok sevdik,2,Kitap / Hobi
"Ürün genel olarak fiyatına göre iyi. Ancak kalori sayacında ciddi hata mevcut. Bende başka markanın koşu bantları da var. Saatte ortalama 6,5 km hızda yürüdüğümde 1 saat sonucunda 6,5 km katediyorum. Ekranda yazan kalori 215. İphone telefonla ölçüm yapıyorum. 400 civarı çıkmakta. Diğer koşu bandını kullanıyorum. Onda da 400 civarı çıkarken bu üründe yarı yarıya fark var. Satıcıya durumu belirttim. Fişini çekip bekleyin, kalori sayacında hata falan yok gibi cevaplar yazdı. Bu tutumundan rahatsız oldum.",1,Genel
"Ürünün 1 tane kendi marka satıcısından gri rengini, 1 tanede Hepsiburada satıcısından beyaz rengini aldık. Renklerin farklı olduğunu biliyorduk ama kalitenin arasında geceyle gündüz kadar fark olacağını bilmiyorduk. Hepsiburada satıcısından aldığımızı monte ederken elimizde kalacak diye korktuk. Çok üzücü.",0,Genel
çantanın fermuari bozuk çıktı,0,Giyim ve Aksesuar
cok guzel kaliteli gercekten beyazını da alicam,2,Giyim ve Aksesuar
ürünün kapağı yoktu 1 yıldızı ondan kırdım kargo hızlı ve güvenli geldi tşk ederim,2,Genel
Kumaşı kalın kazak elbise içlerine tercih edilebilir,2,Giyim ve Aksesuar
Ürün indirimli diye aldım ama ince tavsiye etmem,0,Genel
Daha önce aldıklarıma göre bu gelenler farklı ve çok sert. Islatınca yumuşuyor diye sorun etmedim ama keçe gibi bir yapısı var,1,Genel
"ürün güzel sağlam, yanında gelen 4 vida dübele ilave 4 vida dübelde siz atın. aparatın hırsızlıklara karşı önlem amaçlı bi kiltleme mekanizması - vidası yok, duvara düzgün monte edilirse sağlam dayanıklı.",0,Genel
Kargo hızlıydı ertesi gün elime ulaştı ancak ürünler öyle kötü paketlenmişti ki yarısı dökülmüş. Siveno kalitesine yakışmayan kötü bir kargolama maalesef. İndirimden almıştım. Döküldüğü için bir önemi kalmadı maalesef,1,Genel
"Amaca hizmet edebilecek, ortalama bir ürün.",1,Genel
ÜRÜN GÜZEL VE ÇOCUKLARIN KEYİFLE KULLANABİLECEĞİ BİR ÜRÜN. KISA MESAFEDE VE DÜŞÜK HIZLARDA BİLE IŞIKLARI YANIYOR. ÜRÜN AÇIKLAMASINDA 50 KG YAZILMIŞ ANCAK ÜRÜNÜN HERYERİNDE MAX 30 KG YAZIYOR VE FAZLASININ GÜVENLİ OLMADIĞI BELİRTİLMİŞ. ÜRÜN AÇIKLAMASININ SAMİMİ OLMADIĞINI VE ALDATMAYA YÖNELİK OLDUĞUNU DÜŞÜNÜYORUM. 35 KG İLE DENEDİĞİM VE HEDİYE OLARAK OLARAK ALDIĞIM İÇİN İADE SÜRECİNİ DENEMEDİM. ÇOCUKLAR ÇOK BEĞENDİ AMA TAŞIMA KAPASİTESİ NEDENİYLE ÇOK UZUN SÜRE KULLANAMAYACAKLARDIR. KİLOSUNA UYGUN BOYA SAHİP BİR ÇOCUĞUNUZ VAR İSE YÜKSEKLİĞİ DE YETERLİ GELMEYEBİLİR.,1,Genel
Kırık geldi paketleme diye bişey yoktu etiketi yapıştırmışlar göndermişler,0,Genel
Hedayyyye aldım çok beğenildiii,2,Giyim ve Aksesuar
Dar kalıp kesimi dar ve çok ince tshirtler,1,Genel
Beyazlık bırakıyor kalıcı değil sürerken her seferinde özen göstermek gerekiyor kullanımı hiç rahat değil memnun kalmadım pek,0,Kozmetik
herkes çok övdüğü için kuzenime önerip aldım,2,Kozmetik
"Sağa sola dönmüyor, bir destek de alamadım, sadece düz gidiyor, kontrol edilemiyor",0,Genel
ürün çok güzel oldu kızım çok beğendi Trendyol çok teşekkür ederim,2,Giyim ve Aksesuar
Gücü hem çekiş hem itiş için gayet güçlü. Fakat sesli çalışıyor. Şarjı bir temizliği bile çıkarmadı. Şarja takılı şekilde çalışmıyor. Ve şarj süresi 3 saat civarında. Hazneside oldukça küçük ve her şey filtreye yapışıyor. İlla ki küçük bir çözüme ihtiyacım var diyorsanız okey. Ama 4bin civarına falan ev kullanımı için şarjlı dikey süpürgeler var zaten onlardan alıp hem evde hem araçta kullanmak daha mantıklı olabilir.,1,Genel
Saçta güzel duruyor,1,Giyim ve Aksesuar
bir beden büyük alin derim,1,Giyim ve Aksesuar
BİRİ PATLAK GELDİ,1,Genel
Çok çok bayağı ve kalitesiz alacaklara tavsiye etmiyorum.,0,Genel
ürünüm geldi fakat s almama rağmen biraz büyüktu ama giyince güzel duruo guzelll,1,Giyim ve Aksesuar
Ürün iyi olabilir lakin elime boş bir şekilde ulaştı kutusu zedelenmiş yeniden soylemek zorunda kaldım,1,Genel
Kokusu efsane favori saç spreyim saçı güzel açıyor elektriklenmeyi pek önlemiyor ama olsun 5.şişem,1,Genel
kızım cok begendi guzel yeteince de buyuk,2,Giyim ve Aksesuar
Harika bir ürün yumuşacık😍,2,Giyim ve Aksesuar
"Kazağı kardeşime hediye için sipariş verdim. Çok beğenmiş, teşekkürler",2,Giyim ve Aksesuar
Ürün güzel fakat normalde 40 beden giymeme rağmen 42 olmadı çok dar bence. Eğer baseniniz varsa pantolon size olmayabilir.,1,Giyim ve Aksesuar
"Ürünü teslim aldığımdan beri sorun yaşıyorum, doğru düzgün kullanamadım. Kendi kendine kapanıyor-açılıyor. Işık off olmasına rağmen kendi kendine açılıyor sanki temassızlık var gibi yanıp sönüyor. Makinenin kendiside bu şekilde kapanıyor açma düğmesine basmama rağmen açılmıyor, tam tersi şekilde açılıyor kapatma düğmesine basmama rağmen kapanmıyor. Sanırım bozuk ğrün yollanmış. Ürünün yenisi ile değiltirilmesini rica ederim.",0,Genel
C1 yağlama 1 zinciri bile temizleyemeden bitti. Hiç memnun değilim.,0,Genel
indirimde aldım çok kullanışlı,2,Giyim ve Aksesuar
Eşim için almıştım çok beğendi. Hızlı ısındığını ve güzel düzleştirdiğini söyledi.,2,Elektronik
3 tanesi 5 numara 3 tanesi 6 numara gönderilmiş.. Ve resimde görüldüğü gibi kesinlikle değil her yerde yazı yazıyor.. Geri iade etmek için uğraşacak vaktim yok Devamını Oku,0,Giyim ve Aksesuar
Trendyol aılesı bu sekılde düşünerek çok ıyı yapmıs teşekkür ederız Allah yardım etsın,2,Elektronik
Herkese tavsiye ederim cok eglenceli,2,Genel
Ürünü alalı 1 sene oldu. 3 ml ilacı 40 dk da anca bitiriyor. Şarjı hemen tükeniyor. Şarjı azsa zaten hiç doğru buhar çıkaramıyor. Garantiye vermeyi düşünüyorum. Tıkanıyor bir şeyler oluyor yani acayip sıkıcı,0,Genel
Sevdim kullanışlı ve renklerin tonu harika,1,Giyim ve Aksesuar
"Ürün görsel olarak güzel davlumbazdan sürtme sesi geliyor fan çalışınca, KUMTEL servisi çok çok kötü çok geç geldi ilgili birine ulaşmakta zorlandım, fiyat olarak uygun olduğu içim tercih edilebilir bu fiyata bu ürün işte fazla pahalı olmaması en büyük teselli idare edebilecek bir ürün",1,Genel
orta kalitesi var,1,Giyim ve Aksesuar
Yüzüklerin bir kaç tanesi yamuktu ve kalitesini 👎 o yüzden iade,0,Giyim ve Aksesuar
Ürünün rengi daha soluk fotoğraftakinden,1,Genel
kalemler kırık geldi,0,Kitap / Hobi
"Yıllardır alırım fakat hep aynı şey oluyor kapaklı şişe olarak gelip biz sprey formunda kullansak daha iyi olacak yine akmış bir şekilde geldi. Bu şekilde verilen para boşuna gidiyor. Zaman kaybı , iade et yenisini talep et o da akmış şekilde gelecek kısır döngü. Bir çözüm bulun artık",0,Genel
S m beden giyiyorum bol oldu,1,Giyim ve Aksesuar
Tokalar gayet güzel,2,Giyim ve Aksesuar
<Ürün her zaman aldığım ürün ama her seferinde pamuğun kalitesi düşüyor ayrıca kargo firması berbat,1,Genel
Uygun fiyat ve kaliteli ürün eşim memnun kaldı gönül rahatlığı ile alınabilir,2,Elektronik
ben başta 34 almıştım çünkü tüm pantolonlarım 34 (166 boy 51 kilo) ama bunun ön tarafı çok sıktı beli boldu. ben de değiştirip 36 aldım ve böylesi daha iyi olduDevamını Oku,2,Giyim ve Aksesuar
yağlanmayı 1-2 saat engelliyor arada bir kullanıyorum cok etkisi var mı emin olamadım. ama bu fiyata da iyi gibi,1,Kozmetik
ince güzel beğendim fiyat performans ürünü,2,Giyim ve Aksesuar
Bu şekilde kargomu olur Allah aşkına bu ne,0,Genel
asla tavsiye etmiyorum! almayın! iyi yorum yapanlar neye göre yaptılar anlam veremedim! 1 haftadır siparişi bekliyoruz havalar sıcak bunaldık geldi diye sevindik ki bozuk geldi! ürünü kargolamadan kontrol etmiyor musunuz anlamıyorum ki! yazık iki kere kiwi markası aldık ikiside bozuk geldi!! almak isteyenler tekrar düşünsün ve almasın boşuna kargo bekleyip iadeyle uğraşırsınız!! bozuk olmasının dışında kalite de rezalet ötesi basit bir plastikten ibaret..,0,Genel
Çok güzel kalitesi de beklediğimden daha da iyi geldi,2,Giyim ve Aksesuar
ürünler çok güzel ve aşırı uygun tek toka fiyatına set geliyor,2,Giyim ve Aksesuar
Severek aldım severek kullanıyorum çok iyii,2,Elektronik
güzel iş görür.sayın firma yetkilileri insan kumandanın arkasındaki vidayı takar veya kontrol ederde gönderir.,1,Genel
Ucuz malın yahnisi nasıl olursa öyle işte tüyleniyor 122 tl aldıö,1,Giyim ve Aksesuar
Her zaman stokkkk yapıcam,2,Kozmetik
gerçekten çok beğendim paketlenmesi de gayet iyiydi,2,Kitap / Hobi
yumoş bi hırka bayıldım gerçekten,2,Giyim ve Aksesuar
çok güzel ama beklediğim den biraz küçük ama herşeyile iyi,1,Giyim ve Aksesuar
eşime aldim begendi,2,Giyim ve Aksesuar
Masa uzunluğu güzel ama derinlik kötü 60 cm çok kısa.,0,Genel
Yumuşak bir yapısı var kış için çok güzel,2,Giyim ve Aksesuar
"Bu kadar yüksek puan nasıl almış anlamak zor. Emiş gücü düşük, şarj yetersiz. Detaylı temizlik yapmak imkansız.",0,Genel
Geç teslim oldu. Vida yerlerinde hAvşa olmadığı için etiketler kötü görünüyor.,1,Genel
Ürünler güzel ihtiyacımı karşıladı. Kargo güvenli ve dışarıdan asla belli olmayacak şekilde geldi. Satıcıya çok teşekkür ederim 🥰,2,Giyim ve Aksesuar
"Orta bölümü plastik olduğu için beğenmedim. Yoksa genel olarak dengeli, sağlam bir kurutmalık gibi görünüyor.",1,Genel
satıcıya beden sorurusu sorarak sipariş verdim 160 boya 65 kilo için hngi beden diye l beden denildi sipariş verdim l beden geldi ama s beden gibi çok küçük 50 Devamını Oku,1,Giyim ve Aksesuar
"L beden sipariş ettim ama S beden kızıma tam oldu. Buna göre sipariş edebilirsiniz. Kumaşı iyi, sweatshirtler kadar giyilmez değil.",1,Giyim ve Aksesuar
İçi farklı,0,Genel
İkinci defa aldim. Ama bu aldigim plastik vidalari cakinca üstten catlama yapti.,1,Genel
Leş bundan iyidir üzerine ne döküldü nasıl bir ortamda saklandı bilmiyorum ama berbat sekilde geldi bin pişman oldum birde yorumlara bakıp almıstım yazık,0,Genel
Kendime aldım çok güzel,2,Elektronik
14 aylık bebeğim için aldım baya oyalayıcı aktivite,2,Kitap / Hobi
Ben çok iyi bir fiyata aldım çok güzellerr,2,Giyim ve Aksesuar
Bu ikinci alışım daha bir hafta olmadı buda basmıyor,1,Genel
hediye olarak aldik kuzsnime cok iyi fiayt performans urunu,2,Elektronik
Yanlış geldi ürün geldi ve ufak tefek yırtıklari vardı,0,Genel
Paketleme berbat bu kadar özensiz beklemiyordum. Ürünler elime yamuk yumuk ulaştı uğraşmak istemediğim için iade etmicem ama önermiyorum.,0,Genel
kaliteli tam beden alın,2,Giyim ve Aksesuar
Yüzüm parlak ve temiz duruyor.,2,Kozmetik
Kılıfı yırtık gelmesi dışında kullanışlı bir ürün,1,Genel
ben bilerek bir beden büyük aldım ve çok beğendim zayıf gösteriyor şiddetle tavsiye ederim,2,Giyim ve Aksesuar
Acayip minik parcalarla dolu. Yaratici gücünüze kalmis gerisi . Zaten kitapcik var küçük onun icinde de yapabileceginiz seylerin örnekleri yer aliyor gösterimi ile birlikte. Bu parcalars bu fiyat gercekten yuksek ama lego ismine veriliyor.,1,Genel
"Aldigima pişman oldum. O kadar küçük ki , M aldım sanki XS gibi.. Özellikle renkliler çok ufak. Kalite de ehh.",1,Genel
İdare ede,1,Genel
istediğim renk gelmedi geri göndermekle de ugraşmıycam ama ürün kaliteli dogruya dogru,1,Genel
Beğenmedim. Fiyatına göre anca bu kadar iste.,1,Genel
Guzel kaliteli,1,Genel
Bayana olabilir dar kalıp,0,Genel
cok güzeller iyi fiyat,1,Giyim ve Aksesuar
Hemen koptu paket lastik daha fazla dayanir,0,Genel
sinbonun bu ürünü 1 ay olmadı çalışmıyor çok kötü bir ürün geri iade edecem.Satıciya ulasamadim lütfen satici bana ulasabilirmi?,0,Elektronik
Bile bile paketi patlamış ürün gönderilmiş.,0,Genel
Kalitesi kötü L beden almıştım onun kalitesi iyiydi ama bu beden çokk kötü kumaşı ince beli bir garip,0,Genel
memnuzun şuan,0,Elektronik
programin yazili oldugu kagit konmamis icine,1,Kitap / Hobi
ürünler harika gerçekten eşime 3 tane aldık bu fiyata kaçırılmaz gerçekten,2,Giyim ve Aksesuar
"oğlum için aldım,memnun .paketleme güzeldi, teşekkür ederiz",2,Elektronik
Çok kötü bir ürün bir gün olmadan düşüyorlar,0,Genel
çok şık çok havalı🫶,2,Giyim ve Aksesuar
Beyaz renk siparis vermisken neden siyah gonderirsiniz anlamiyorum.insanlarin size guveni kalmiyor ki ikinci kez siparis versin,1,Genel
tokalar çok tatliş kardeşim işin aldım,1,Giyim ve Aksesuar
çok güzel bir parfüm gayette kalıcı tavsiye ☺️,2,Kozmetik
ürün sağ salim elime ulaştı . hediyeler için ayrı teşekkür ederim,2,Kitap / Hobi
İyi dönmüyor. Çocuğu döndürmek için yerden kaldırıp çevirip geri koymanız gerekir.,1,Genel
Güzel fakat hemen karardı,0,Giyim ve Aksesuar
guzel fıyatına göre iyi düzleştiriyor,2,Elektronik
çok gzl ve kaliteli bayıldım hediye almıştım,2,Giyim ve Aksesuar
Yıkayınca çekti küçücük kaldı büyük beden almanızda fayda var,0,Genel
Ürünün pati yok,1,Genel
Biodermanın daha iyi ürünü var,1,Genel
Ürün orhinaşle alakası yok makinede yıkamamasına rağmen önündeki yazı soyuldu malzemesi kalitesiz,0,Genel
arkadaşıma doğum günü hediyesi olarak aldım çok beğendi fiyatına göre iyi,2,Elektronik
Kızım icinnn aldımm,2,Kitap / Hobi
Yani göründüğü gibi güzeldi,2,Giyim ve Aksesuar
Siparişim 250 ml değil 75 ml geldi. Bir de seçtiğim ürünün aynısı değil. Bir daha asla almam.,0,Genel
guzel kulaklığı iyi,1,Elektronik
gerçekten ilk yıkmada saçlarımı pamuk gibi yumuşacık yaptı stok yapılacak bı ürün kesinlikle tavsiye ederim harika müthiş 👍,2,Kozmetik
Sanırım bir yanlışlık var yoksa 500 ml yazan ürün 345 ml çıkamaz öyle değil mi??? Ürünü kullandım ama bir daha bu satıcıdan almam. Umarım yanlışlık yapmışsınızdır! Alıcılar kontrol etsin.,0,Genel
Ürünü sleepy diye aldım fakat başka bir marka gönderilmiş üstelik kargo şirketi 3 hafta sonunda teslim etti ürünü gelen üründe bu markaydı,0,Genel
çok memnun kalamadım açıkcası nedeni en ufak yer degişikliginde bile her tartıya çıktıgımda başka sonuç gösteriyor herkes çok memnun kalmış ama yorumlarda şaşıDevamını Oku,0,Elektronik
Çok iyi güneş kremi bb krem etkisi var,2,Kozmetik
Rahat ve Pamuklu olduğunu söyleyebilirim fakat tam bedenim olmasına rağmen dikiş yerlerinden ilk giydiğimde patlama yaptı üzüldüm açıkçası.,1,Giyim ve Aksesuar
Kendim ve kızım için aldım severek kullanıyoruz,2,Giyim ve Aksesuar
Ürün çok güzel fakat her iki settede görsele ekledigim parçadan birer tane eksik çıktı .eksik parçanın gönderilmesini istiyorum,0,Genel
Yıllardır ıslak mendil sipariş veriyorum hep kutuda paketli sekilde gelirdi böyle özensiz bi paketleme görmedim posete koyup göndermişler 12 tane ıslak mendili ürünün orjinal olup olmadığı bile meçhul. Bari siyah poşete koysaydınız da gözükmeseydi,0,Genel
Bu fiyata bu kadar toka🧐sıkıldığı çok iyi .saçlarınızı sıkıca toplayıp açtıktan sonra gevşemiyor.oğlum rahat rahat kaybedebilir artık tokalarımı😅,2,Giyim ve Aksesuar
kutu içinde destek halkası kırık geldi,0,Genel
Çok leke bırakıyor su lekesi bile kaliyor onun haricinde iyi,1,Genel
çok güzel kokusu var yıllardır kullanıyorum indirime girdiği an tekrar alcam sağlam ve hızlı şekilde elime ulaştı 2 günde teşekkürler,2,Giyim ve Aksesuar
Ürün çok hızlı geldi çok güzel ama cırtları çok kötü hemen çıkıyor. 11aylık kızım o parçaları alıp yutabilir. Daha özenli olunması gerektiğini düşünüyorum.,0,Kitap / Hobi
Benim en sevdiğim ürün kategorisinde pınar dönmezde görüp almıştım. Fazlasıyla ilgimi çekmişti gece yatmadan önce cildimi temizleyip uyguluyorum sabaha mis gibiDevamını Oku,2,Kozmetik
güzel şu an yeni aldım hediyesi için teşekkür ederim iyi günler😊,1,Kozmetik
"Ayrı ayrı değil, tek sıra birbirine yapışık şerit halinde geldi 😑",0,Genel
Ay bayılıyorum ya meri aşkım sayesinde tanıştım mükemmel,2,Kozmetik
Ne gonderdiginizi biliyormusunuz yanliş beden göndermişsiniz,0,Giyim ve Aksesuar
cok az etkisi var,1,Kozmetik
güzel aslında ama fazla büyük en küçük kısmına taksamda çok büyük geliyor.,1,Giyim ve Aksesuar
Tek kelime ile harika💕,2,Kozmetik
